0.01 6.826666666666667E-4 0.0 0.0 0.0 0.0 
0.02 0.005461333333333334 0.0 0.0 0.0 0.0 
0.03 0.018432 0.0 0.0 0.0 0.0 
0.04 0.04369066666666667 0.0 0.0 0.0 0.0 
0.05 0.08533333333333334 0.0 0.0 0.0 0.0 
0.06 0.147456 0.0 0.0 0.0 0.0 
0.07 0.2330026666666667 2.8800000000000077E-4 0.0 0.0 0.0 
0.08 0.33489066666666667 0.0036586666666666673 0.0 0.0 0.0 
0.09 0.44087466666666664 0.014197333333333327 0.0 0.0 0.0 
0.1 0.5386666666666666 0.03600000000000002 0.0 0.0 0.0 
0.11 0.6159786666666667 0.07316266666666667 0.0 0.0 0.0 
0.12 0.6605226666666667 0.1297813333333333 0.0 0.0 0.0 
0.13 0.6605226666666667 0.20961066666666675 8.533333333333356E-5 0.0 0.0 
0.14 0.6159786666666666 0.30855466666666675 0.002304000000000006 0.0 0.0 
0.15 0.5386666666666666 0.4146666666666666 0.01066666666666666 0.0 0.0 
0.16 0.44087466666666664 0.5156586666666667 0.029269333333333338 0.0 0.0 
0.17 0.33489066666666656 0.5992426666666667 0.062208000000000055 0.0 0.0 
0.18 0.2330026666666667 0.6531306666666665 0.11357866666666662 0.0 0.0 
0.19 0.147456 0.6650986666666667 0.18743466666666667 1.0666666666666694E-5 0.0 
0.2 0.08533333333333327 0.6306666666666667 0.28266666666666684 0.0013333333333333368 0.0 
0.21 0.0436906666666667 0.5603946666666668 0.3881386666666666 0.007775999999999991 0.0 
0.22 0.018432 0.4665706666666667 0.4915626666666667 0.02343466666666667 0.0 
0.23 0.005461333333333325 0.3614826666666665 0.5806506666666668 0.052405333333333366 0.0 
0.24 6.826666666666684E-4 0.25741866666666674 0.6431146666666667 0.09878399999999996 0.0 
0.25 0.0 0.16666666666666666 0.6666666666666666 0.16666666666666666 0.0 
0.26 0.0 0.09878399999999996 0.6431146666666667 0.25741866666666674 6.826666666666684E-4 
0.27 0.0 0.05240533333333326 0.5806506666666665 0.3614826666666669 0.0054613333333333475 
0.28 0.0 0.023434666666666607 0.49156266666666637 0.4665706666666669 0.01843200000000005 
0.29 0.0 0.007776000000000022 0.38813866666666685 0.5603946666666665 0.0436906666666666 
0.3 0.0 0.0013333333333333368 0.28266666666666684 0.6306666666666667 0.08533333333333327 
0.31 0.0 1.0666666666666694E-5 0.18743466666666667 0.6650986666666667 0.147456 
0.32 0.0 0.0 0.11357866666666662 0.6531306666666665 0.2330026666666667 
0.33 0.0 0.0 0.06220799999999993 0.5992426666666666 0.33489066666666684 
0.34 0.0 0.0 0.02926933333333327 0.5156586666666665 0.44087466666666697 
0.35 0.0 0.0 0.010666666666666694 0.41466666666666696 0.5386666666666665 
0.36 0.0 0.0 0.002304000000000006 0.30855466666666675 0.6159786666666666 
0.37 0.0 0.0 8.533333333333356E-5 0.20961066666666675 0.6605226666666667 
0.38 0.0 0.0 0.0 0.1297813333333333 0.6605226666666667 
0.39 0.0 0.0 0.0 0.0731626666666666 0.6159786666666666 
0.4 0.0 0.0 0.0 0.035999999999999935 0.5386666666666665 
0.41 0.0 0.0 0.0 0.014197333333333373 0.44087466666666697 
0.42 0.0 0.0 0.0 0.0036586666666666764 0.33489066666666684 
0.43 0.0 0.0 0.0 2.8800000000000077E-4 0.2330026666666667 
0.44 0.0 0.0 0.0 0.0 0.147456 
0.45 0.0 0.0 0.0 0.0 0.08533333333333327 
0.46 0.0 0.0 0.0 0.0 0.0436906666666666 
0.47 0.0 0.0 0.0 0.0 0.01843200000000005 
0.48 0.0 0.0 0.0 0.0 0.0054613333333333475 
0.49 0.0 0.0 0.0 0.0 6.826666666666684E-4 
